comment_id,channel,classification,has_positive_outcome,aspect_matches,outcome_categories,exclusion_reasons,text_preview
17113,Eric Berg DC,positive_outcome,True,RO1.1; RO1.2; RO2.1,quantified_change,,"I actually tried the 20:4 right away At first, I felt weak the first 2 days but then after that my body get used to it Ive lost 3 lbs so far not even a week. I felt much energetic and focused on what "
77406,KenDBerryMD,positive_outcome,True,RO1.8; RO2.1,quantified_change; symptom_cessation,,"I just realized my skin tags are gone!!! I' doing keto  for more than an year now, lost 35 kilograms (around 20 pounds)."
76351,KenDBerryMD,positive_outcome,True,RO1.8; RO2.1,temporal_improvement,,"Since I started Keto, I lost weight  , feel better and the skin tags are disappearing indeed!"
85063,KenDBerryMD,positive_outcome,True,RO1.3; RO2.3; RO2.4; RO3.1,quantified_change,,62 yr old female who has been carnivore for just over a year. Keto for 8 yrs before that.  I do daily intermittent fasting for 17 hrs. Went from 220 to 145 on carnivore.  Had a complete physical 3 mon
35760,Eric Westman,positive_outcome,True,RO2.2,quantified_change,,I had A1C of 11.8 when I started a carnival diet. I took 4 shots a day and 4 pills Metaphoran. Now I take nothing in my A1C is 5.4 for the last year.
148556,Dr. Boz,positive_outcome,True,RO2.1,quantified_change,,96 hours here lost 8 lbs.
19718,Eric Berg DC,positive_outcome,True,RO1.4; RO2.1,quantified_change,,"Dr. Berg, I switched from sugar to honey several years ago and I got every benefit you said. I think honey is attacked like fat and they both aren’t bad for you. I use about 2-3 lbs of raw honey every"
76379,KenDBerryMD,positive_outcome,True,RO1.8,symptom_cessation,,My skin tags disappeared when I did intermittent fasting on low carb.
120854,Nick Norwitz,positive_outcome,True,RO1.8; RO2.1,quantified_change,,"For me, the first off warning was that everyone dives into just beef and bacon. Which I don't. Mix it up. I eat a can of sardines every day. 2 of oysters a week. and 2 eggs a day, sometimes more. One "
60190,Jason Fung,positive_outcome,True,RO2.1,quantified_change,,I lost 80 pounds in 6 months. Go fasting!
70709,KenDBerryMD,positive_outcome,True,RO2.1,quantified_change,,"I have been on the carnivore diet for almost 2 months now. I have dropped 20lbs but feel that I have hit my plateau. I think experimenting with the oils, butter and fatty meats and ""omega"" is what I'm"
22570,Eric Berg DC,positive_outcome,True,RO2.1,quantified_change,,"I did 12hrs fasting by skipping breakfast, did that for a month I've lost 10kg."
101259,Mark Hyman,positive_outcome,True,RO1.5,quantified_change,,I was on mounjara for a year and lost 64lbs. Stayed at the 5mg the whole time. It not only helps with appetite suppression I found it helps with people who drink alcohol I use to drink on the weekends
197609,Shawn Baker MD,positive_outcome,True,RO1.6; RO3.3,symptom_cessation,,"I had a nerve injury from jiu jitsu that radiated from my neck down my left arm for 3 months! I was getting a massage and using a chiropractor every week, very experience out of pocket for me too. I u"
34881,Eric Westman,positive_outcome,True,RO2.4; RO3.1,reversal_remission,,My doctor keeps pushing me to get on a statin because my cholesterol is higher on carnivore.  Wants me to limit the red meat even though I've reversed diabetes and improved so much.  It is a struggle.
89495,KenDBerryMD,positive_outcome,True,RO2.1,quantified_change,,"Dr. Berry, I simply love your videos! I'm 79 years old and just started the carnivore diet 4 weeks ago. In 4 weeks I have lost 24 lbs, and quite frankly feel better than I have for years! I have Bacon"
66989,Jason Fung,positive_outcome,True,RO2.1,quantified_change,,All 3 tips are awesome! I also read your book and I am doing keto and intermittent fasting.  Just started again and lost 6 pounds  in the past 10 days. Thank you for your great work and looking forwar
133365,Dr. Boz,positive_outcome,True,RO2.1,quantified_change,,I have a friend that lost 74 pounds on it in 2 months causing her heart to go wonky. She had to have 2 stint surgeries so far!
44910,Eric Westman,positive_outcome,True,RO1.7,reversal_remission,,Crazy carnivore diet healed my gut!
32081,Eric Westman,positive_outcome,True,RO2.3; RO3.17,explicit_improvement,,"I am eating a carnivore diet for 4 year and I reversed my high blood pressure, knee and shoulder arthritis, I cleared my mind brain, I put muscles after being a vegetarian for 60 years now a feel 10 y"
11746,Eric Berg DC,positive_outcome,True,RO2.1; RO3.1,quantified_change,,Dr Berg saved me from diabetes. My A1C went up to 7.3  My doctor told me to take Metformin. I did not want to take any drugs for this sugar problem so I followed Dr Berg's Keto diet recommendation. We
121424,Nick Norwitz,positive_outcome,True,RO2.1; RO2.7; RO3.8,quantified_change,,"I tried keto with eating 90% meat & eggs for a year. Initial results were amazing, lost 10kg became lean and mentally clear. But ended up with gout due to high uric acid from all the red meat. My kidn"
197543,Shawn Baker MD,positive_outcome,True,RO1.6,symptom_cessation,,"I had pinched nerve neck pain growing down my shoulder, was told use a neck pillow.  I used one  lay on my back through the night, took a couple weeks, yet pain free restored.  Also recall some herbs "
36693,Eric Westman,positive_outcome,True,RO1.4; RO1.6; RO1.8,explicit_improvement,,An MD told me there was nothing to do for the rashes and joint pain in my hands. He prescribed a steroid that the pharmacist warned me to wash my hands after using so it wouldn’t get on my kids. I suf
24477,Eric Berg DC,positive_outcome,True,RO1.1; RO1.6; RO2.1,quantified_change; symptom_cessation,,"Started fasting 2 years ago. Lost 20 lbs. Then this past Feb I added ketogenic diet with OMAD. I try to fast 72 hrs+ every week. I have lost 70 lbs total, no more joint pain. No more brain fog. Dr Ber"
158949,Anthony Chaffee MD,positive_outcome,True,RO1.3; RO3.14,reversal_remission,,"Amazing interview !! I Myself I never liked vegetables , I ate them for obligation .   Since last year when I found out about the carnivore benefits , I am so happy  , eating meat eggs and butter !!  "
41037,Eric Westman,positive_outcome,True,RO1.6; RO2.1,quantified_change,,"Unless you eat meat diet only for at least a month you will never find out. I lost 54 pounds it is great to eat it all the time especially with butter. Eggs ok.  For those of you who doubt this, he wi"
2627,Ben Bikman,positive_outcome,True,RO3.1,reversal_remission,,So interesting! I love the chemical details for metabolic pathways. I want to see the stick figures for the molecules now. I love that Allulose is being studied and the news is great. Thank you Thank 
17359,Eric Berg DC,positive_outcome,True,RO1.5; RO2.1,quantified_change,,"I was doing this without realizing I was doing this. Lost 100 pounds over the past year and a half. I'd have a late lunch, a turkey sandwich with tomato, spinach, raw yellow onion, homemade pickels, a"
18771,Eric Berg DC,positive_outcome,True,RO2.1,quantified_change,,I started eating about 25 gm of carbs per day on 4/3/22.  I have lost 50 lbs.  59 years old.  I am keto for life I feel so much better.  Thanks Dr. Berg.
45795,Eric Westman,positive_outcome,True,RO1.7; RO1.8; RO2.1,quantified_change,,"I started a carnivore diet with the support and information from my best friend. She has psoriasis and when she first moved in with me her skin was purple, she had tons of skin hanging off every part "
89373,KenDBerryMD,positive_outcome,True,RO2.1,quantified_change,,Eggs and bacon or sausage every day for 12 months and I’m down 70 lbs. I haven’t been super strict and still eat crap now and then but for the most part eggs and bacon has changed my life for the bett
40352,Eric Westman,positive_outcome,True,RO2.1; RO3.16; RO3.17,quantified_change,,😊l have lost 100 lbs on the carnivore diet it has helped my arthritis and my nerve damage tremendously. I feel a lot better than I ever have felt before I wish I would have known about this 20 or 30 y
56018,Jason Fung,positive_outcome,True,RO2.1; RO2.3,quantified_change,,"I lost 40 pounds in a few months. Blood pressure went back to normal, averaging 124/76 resting heart rate of 60(?) . Thank God and Dr Fung. I don’t miss eating three times a day now."
55782,Jason Fung,positive_outcome,True,RO1.3; RO2.1,symptom_cessation,,"Ursula looks so healthy and beautiful.  She was beautiful before but these after pictures from IF just astound me.  I’m on my third week. I can’t get over the changes already.  My anxiety is gone, my "
84397,KenDBerryMD,positive_outcome,True,RO3.4,explicit_improvement,,"Been doing Keto and IF for almost 2 years now and I've never felt better! Always had fairly high blood pressure, even as a youngster I would have hypertension and have random nose bleeds but now my BP"
88001,KenDBerryMD,positive_outcome,True,RO2.1,quantified_change,,"I have had Bacon and eggs every morning for going on 6 years, ever since I have been on the keto diet.  In the first 18 months I lost 125 lbs.  Thanks."
132527,Dr. Boz,positive_outcome,True,RO2.1,quantified_change,,"I’m 14 and on it only because I feel really insecure about my weight because it’s an unhealthy weight to be at, I just have to make sure I do work out too and so far I have lost 35lbs!!!🎉"
67729,Jason Fung,positive_outcome,True,RO2.1,quantified_change,,"Doctor Fung, by watching you I lost 15 lbs started  last December , thanks very much , your so intelligent"
34923,Eric Westman,positive_outcome,True,RO1.6; RO1.7,explicit_improvement,,I use to be a 20 ingredient salad guy. My salads could  have made me famous. Loved veggies in all their combinations while simultaneously I've had serious digestive system issues for as long as I can 
76785,KenDBerryMD,positive_outcome,True,RO2.1,quantified_change,,"Wow, my mind is blown! I had one on the outside corner of each eye and one on my neck. I've had them for thirty years, my dad had tons of them so I just figured it was my genetics. I started keto and "
77403,KenDBerryMD,positive_outcome,True,RO2.1,quantified_change,,Sorry forgot to mention I lost 88 pounds doing the diet and taking Sea KELP tablets for iodine. I am 69 and feel 23!!!
165018,Anthony Chaffee MD,positive_outcome,True,RO1.6; RO2.1,quantified_change,,"I did carnivore for 9 months, but I allowed myself dairy. I only lost around 20 pounds unfortunately, and I started having headaches every time I ate beef or pork, it really ruined the lifestyle for m"
15001,Eric Berg DC,positive_outcome,True,RO2.1,quantified_change,,"I did this for 8 months and lost 50 lbs..it was great, my question is if I do it a second time it should work right?  I fell off the wagon.. lol"
72929,KenDBerryMD,positive_outcome,True,RO1.6; RO3.9; RO3.16,symptom_cessation,,The fibrocystic breast thing! I literally had a doctor's appointment scheduled because I thought I was getting breast cancer (my great grandma died from it nearly same age as me 34). Started taking io
12531,Eric Berg DC,positive_outcome,True,RO2.1,quantified_change,,"That's true. I cut back carbs and sugars, I lost 25 lbs in 3 months."
70239,KenDBerryMD,positive_outcome,True,RO1.5; RO2.1,quantified_change,,"Love that I found this! On Carnivore and been on 3.5 weeks, very frustrated, hot plateau already! Lost 17 lbs, I have been hardcore on, no cheating. Also have been doing intermittent fasting (7p - 1p)"
56144,Jason Fung,positive_outcome,True,RO1.2; RO1.3; RO2.1; RO2.3; RO3.1,quantified_change; reversal_remission,,"Have lost 139 pounds since last April 2021. Increasingly I am fasting more and more. My pre diabetes is gone 5.4, A12 average I no longer take diabetes meds, blood pressure meds and as you can imagine"
53200,Jason Fung,positive_outcome,True,RO2.1; RO2.2,quantified_change,,I am working on completing a weekday fasting routine where I do a 48 hr fast from Sunday evening to Tuesday evening. Have one reasonable size meal. Then run a 72+ hr fast to end the week. The Tuesday 
178341,Dr. Robert Cywes M.D.,positive_outcome,True,RO2.1,quantified_change,,I was going to comment something mean. I realized I actually agree with what is being said. I have found a lot of success on keto. I have made lost 70 pounds. I am 25-30 away from my goal.  My mom is 
38772,Eric Westman,positive_outcome,True,RO2.1; RO3.1,reversal_remission,,"I went animal-based at the beginning of '23. I'm at the lowest weight I've been in 30 years, my joints feel much better, and I am no longer diabetic. There's no going back!"
152902,Anthony Chaffee MD,positive_outcome,True,RO3.8,explicit_improvement,,I started carnivore a day after a gout flare in my hand started. One week later the gout is almost completely healed.
33975,Eric Westman,positive_outcome,True,RO2.1; RO2.2,quantified_change; temporal_improvement,,"I'm 59, 3 months on keto...down 22 lbs, 213 to 192, a1c back to normal. Not going back to my carb addiction."
700,Ben Bikman,positive_outcome,True,RO2.1; RO2.2,quantified_change,,I did low carb and was very successful but had my fasting insulin checked while I was still on it and it only went from 15 to 13 with a 70 lb weight loss. I was still battling insulin resistance even 
44110,Eric Westman,positive_outcome,True,RO1.7; RO2.1,symptom_cessation,,"My acid reflux stopped on day 1 of Carnivore diet and cutting pop and candy. I still eat very little green veggies and spinach, with minimal dairy and raw honey. I've lost 11% of my body weight since "
18650,Eric Berg DC,positive_outcome,True,RO1.6; RO2.1; RO2.3; RO3.1,quantified_change,,God bless you Dr. Berg for sharing all the hours of work/studying you do in such understandable videos. I have learned so much from you. I few years back I got off the sugar (which took 3 days & I wen
83885,KenDBerryMD,positive_outcome,True,RO1.4; RO1.6; RO2.3; RO3.1; RO3.16,quantified_change,,This is a long post and I apologize. I first saw this video on 3/20/22. It motivated the hell out of me. I have had type II diabetes for 22 years. I ignored all medical advice until I was put on medic
76703,KenDBerryMD,positive_outcome,True,RO2.1,quantified_change,,Sorry forgot to mention I lost 88 pounds doing the diet and taking Sea KELP tablets for iodine. I am 69 and feel 23!!!
1994,Ben Bikman,positive_outcome,True,RO1.2; RO1.3; RO1.7; RO2.1; RO2.2,quantified_change,,Had the Gastricbypass in 2007 and it's a choice I regret some days. Yes lost over 150 lbs but the supplements I have to take just to feel normal is astronomical been Lowcarb/Keto now 7 years and has h
55368,Jason Fung,positive_outcome,True,RO1.9; RO2.1,quantified_change,,"I'm down 90 pounds using a combo of IF, low carb and daily exercise.  This over a 30 month period.  16/8 works well for me and I do this 80% of the time, but some days I'll do 18/6, 20/4 or OMAD."
900,Ben Bikman,positive_outcome,True,RO2.1; RO2.2,quantified_change,,I did low carb and was very successful but had my fasting insulin checked while I was still on it and it only went from 15 to 13 with a 70 lb weight loss. I was still battling insulin resistance even 
121824,Nick Norwitz,positive_outcome,True,RO2.1; RO2.7; RO3.8,quantified_change,,"I tried keto with eating 90% meat & eggs for a year. Initial results were amazing, lost 10kg became lean and mentally clear. But ended up with gout due to high uric acid from all the red meat. My kidn"
87863,KenDBerryMD,positive_outcome,True,RO2.1,quantified_change,,The nice thing about Dr Berg is he dont put down other Dr videos. Lol.   I lost 80 lbs following his advice.
100285,Mark Hyman,positive_outcome,True,RO2.1; RO3.5; RO3.9,quantified_change,,"I tried a WFPB diet, fasting, dieting, etc. for years still struggled. Started Mounjaro and now Zepbound and I’ve lost 72 lbs in a year and a half. That would have never happened without it.  I have 7"
76186,KenDBerryMD,positive_outcome,True,RO1.8,symptom_cessation,,"My skin tag fell off by itself today after 2 months into a low carb, ""kinda-keto"" diet. Of course, it may be a coincidence, but I had it for a while and nothing else changed in my life or routines exc"
144269,Dr. Boz,positive_outcome,True,RO1.5; RO2.1,quantified_change,,I just did my 1st fast longer than 18/6. I went 40hrs. I was amazed how easy it was. And I still was not really hungry. Taking baby steps and have lost 70 lbs in 2 years but have leveled off.  I was r
76517,KenDBerryMD,positive_outcome,True,RO1.8,symptom_cessation,,"My skin tags are gone, and there were lots of them, big ones... I'm carnivore for 15 months now."
73077,KenDBerryMD,positive_outcome,True,RO2.1,quantified_change,,"Amazing!!! This hit home so hard! I’m doing Carnivore now! However thanks to you Dr. Berry showing me exactly how to do keto, I have lost 150 pounds! Thank you for all you share with us❤️"
175525,Dr. Robert Cywes M.D.,positive_outcome,True,RO3.1,medication_discontinuation,,"We need protein for essential amino acids, we need fat for essential fatty acids, we do not need carbohydrates so that seems to indicate to me we are carnivore , but I’m just a computer engineer. My g"
82985,KenDBerryMD,positive_outcome,True,RO1.4; RO1.6; RO2.3; RO3.1; RO3.16,quantified_change,,This is a long post and I apologize. I first saw this video on 3/20/22. It motivated the hell out of me. I have had type II diabetes for 22 years. I ignored all medical advice until I was put on medic
173486,Dr. Robert Cywes M.D.,positive_outcome,True,RO1.3; RO1.4; RO3.2,reversal_remission,,"So you're telling me because I don't have money to buy food I have cured fatty liver? Damn, well now I have a different outlook on not having money and just surviving on sleep and water."
55066,Jason Fung,positive_outcome,True,RO2.1,quantified_change,,Just finished about a 44 hour fast.  My longest yet.  Down 65 lbs so far.
40690,Eric Westman,positive_outcome,True,RO2.1; RO2.3,quantified_change,,"I was on a bunch of gundry products. Even helped sell them.   After years and wasted money, no. I've been on carnivore only 4 days. Lost 2 lbs and my bp is finally under control."
24773,Eric Berg DC,positive_outcome,True,RO1.1; RO2.1,quantified_change,,"Currently of 93rd hr of my 96 hr fast. Incredible feeling… razor sharp brain, fat loss, feeling light, going for a swim. Working all day. Oh, btw , already lost 26 kgs in one year  on Omad on little t"
76504,KenDBerryMD,positive_outcome,True,RO1.8,symptom_cessation,,yup. most all skin tags gone (except 2 lol )  I had at least a dozen of them
76878,KenDBerryMD,positive_outcome,True,RO1.8; RO3.1,reversal_remission,,"When I was pregnant with my son I started developing skin tags all over my neck. I also had gestational diabetes. When I seen the metabolic specialist oh, they had a student with them. They pointed ou"
40713,Eric Westman,positive_outcome,True,RO2.1,explicit_improvement,,Im not full carnivore but have dropped everything processed 4 yrs know best thing is the medication my GP prescribed im not taking anymore hes took me off says i dont need them anymore all my bloodwor
199199,Shawn Baker MD,positive_outcome,True,RO1.2; RO1.3; RO1.4; RO2.1; RO3.3,quantified_change; explicit_improvement,,"I went on a carnivore diet back in 2017 after hearing u on the joe Rogan podcast lost 44 pounds and never felt better, my dad was so impressed he also went on the carnivore diet exactly the way I did "
76906,KenDBerryMD,positive_outcome,True,RO1.8; RO2.1,quantified_change; symptom_cessation,,"I just realized my skin tags are gone!!! I' doing keto  for more than an year now, lost 35 kilograms (around 20 pounds)."
73777,KenDBerryMD,positive_outcome,True,RO2.1,quantified_change,,"Amazing!!! This hit home so hard! I’m doing Carnivore now! However thanks to you Dr. Berry showing me exactly how to do keto, I have lost 150 pounds! Thank you for all you share with us❤️"
178516,Dr. Robert Cywes M.D.,positive_outcome,True,RO2.1,quantified_change,,"That is me exactly, lost 76 pounds gained back 9.5 pounds now took off 6 of that. I need permanent weight loss."
16885,Eric Berg DC,positive_outcome,True,RO2.1; RO3.1; RO3.6,quantified_change; explicit_improvement,,"I was diagnosed with Type II diabetes, and had some extra weight.  My wife bought this book on intermittent fasting from Dr Jason Fung.  I started with the 18h-6h fasting and then switch to a 20h-4h f"
132727,Dr. Boz,positive_outcome,True,RO2.1,quantified_change,,"I’m 14 and on it only because I feel really insecure about my weight because it’s an unhealthy weight to be at, I just have to make sure I do work out too and so far I have lost 35lbs!!!🎉"
173896,Dr. Robert Cywes M.D.,positive_outcome,True,RO2.1,quantified_change,,"Practicing carnivore here (lost 50kg bla bla bla) i think this is one of your most insightful episodes yet because I've always wondered why we have so much amylase in our saliva, in a unique way compa"
10542,Eric Berg DC,positive_outcome,True,RO1.1; RO1.6; RO2.1,quantified_change,,"Dear Dr. Berg! In a few words I can say - you saved my life. I've lost 45 kg in 18 months three years ago, no muscules and joints pain, clear brain and strong memory and many-many other benefits relat"
45265,Eric Westman,positive_outcome,True,RO1.6; RO3.14,reversal_remission,,Interesting. I had never heard of Crohn’s disease when I was finally diagnosed with it 30 years ago. What’s interesting is my gastroenterologist actually told me not to eat high fiber foods at that ti
34960,Eric Westman,positive_outcome,True,RO2.2,quantified_change,,I had A1C of 11.8 when I started a carnival diet. I took 4 shots a day and 4 pills Metaphoran. Now I take nothing in my A1C is 5.4 for the last year.
55882,Jason Fung,positive_outcome,True,RO1.3; RO2.1,symptom_cessation,,"Ursula looks so healthy and beautiful.  She was beautiful before but these after pictures from IF just astound me.  I’m on my third week. I can’t get over the changes already.  My anxiety is gone, my "
77849,KenDBerryMD,positive_outcome,True,RO1.8,symptom_cessation,,My skin tags disappeared after fasting on and off they just disappeared
54019,Jason Fung,positive_outcome,True,RO2.1,quantified_change,,"Fasting  24 hours now. Down 31 pounds in 6 weeks! Doctor, you are a blessing!"
84411,KenDBerryMD,positive_outcome,True,RO2.1,quantified_change,,I'm from Calgary Alberta Canada 79 years old lost 100 lbs !!! In the midst of a 72 hour Fast right now !! I eat like you eat
36993,Eric Westman,positive_outcome,True,RO1.4; RO1.6; RO1.8,explicit_improvement,,An MD told me there was nothing to do for the rashes and joint pain in my hands. He prescribed a steroid that the pharmacist warned me to wash my hands after using so it wouldn’t get on my kids. I suf
16902,Eric Berg DC,positive_outcome,True,RO2.1,quantified_change,,"I started doing this 3 months ago, I’m an online shopper at Walmart. I lost 14 lbs! I do so much walking and work 9-6. I don’t eat dinner and I’m fasting for 20 hours. I love your videos!"
77683,KenDBerryMD,positive_outcome,True,RO2.1; RO3.1,quantified_change,,wow. I'm puzzled to find out that skintags are not what I thought they were. My dad has diabetes and I'm always afraid that one day I'll suffer from that as well. I am obese and started my weight loss
23281,Eric Berg DC,positive_outcome,True,RO1.1; RO1.5,quantified_change,,"I am a nurse and during work,get so hungry and eat everything that My eyes lays on.. so now I have started to fast everyday minimum 16hrs ..I lost 3kg in a week and I thought I will feel week but now "
71866,KenDBerryMD,positive_outcome,True,RO2.1; RO3.3,quantified_change,,"After gastric bypass surgery, the carnivore diet was all I was allowed to eat until I lost 75% of the weight that I wanted to lose.. Then I could slowly intoduce some carbs, veggies etc.. It did work "
52918,Jason Fung,positive_outcome,True,RO1.5; RO1.7; RO1.9; RO2.1; RO3.1,quantified_change,,"Dear Dr. Fung,   Thank you for this clarification and for all your wise advice over the years.  Yes, I have been making the mistake of eating too much on OMAD — I did think I needed to make up the cal"
79549,KenDBerryMD,positive_outcome,True,RO1.5; RO2.1,quantified_change,,I've been eating a small bowl of oatmeal with blueberries for a yr and a half for breakfast. I don't eat anything else all day nor am i hungry all day. I do physical work all day. I don't eat dinner t
54041,Jason Fung,positive_outcome,True,RO3.1,explicit_improvement,,I did not know this man had a YouTube channel. I’ve read Diabetes code cover to cover and it changed my life
16502,Eric Berg DC,positive_outcome,True,RO2.1,quantified_change,,"I started doing this 3 months ago, I’m an online shopper at Walmart. I lost 14 lbs! I do so much walking and work 9-6. I don’t eat dinner and I’m fasting for 20 hours. I love your videos!"
